,0
1021,19.0
1022,100.0
1023,17.0
1024,58.0
1025,38.0
1026,40.0
1027,28.0
1028,45.0
1029,38.0
1030,94.0
1031,100.0
1032,31.0
1033,54.0
1034,100.0
1035,41.0
1036,100.0
1037,100.0
1038,50.0
1039,80.0
1040,100.0
1041,25.0
1042,63.0
1043,9.0
1044,18.0
1045,46.0
1046,79.0
1047,96.0
1048,55.0
1049,100.0
1050,33.0
1051,51.0
1052,100.0
1053,100.0
1054,20.0
1055,67.0
1056,27.0
1057,100.0
1058,100.0
1059,100.0
1060,96.0
1061,71.0
1062,53.0
1063,100.0
1064,43.0
1065,58.0
1066,82.0
1067,11.0
1068,48.0
1069,57.0
1070,8.0
1071,100.0
1072,97.0
1073,100.0
1074,100.0
1075,67.0
1076,100.0
1077,15.0
1078,21.0
1079,100.0
1080,13.0
1081,7.0
1082,25.0
1083,100.0
1084,17.0
1085,100.0
1086,11.0
1087,100.0
1088,50.0
1089,88.0
1090,100.0
1091,72.0
1092,21.0
1093,26.0
1094,61.0
1095,43.0
1096,61.0
1097,21.0
1098,100.0
1099,49.0
1100,100.0
1101,17.0
1102,29.0
1103,100.0
1104,9.0
1105,100.0
1106,23.0
1107,75.0
1108,15.0
1109,24.0
1110,19.0
1111,57.0
1112,27.0
1113,76.0
1114,100.0
1115,19.0
1116,22.0
1117,15.0
1118,59.0
1119,95.0
1120,69.0
1121,100.0
1122,100.0
1123,11.0
1124,35.0
1125,64.0
1126,21.0
1127,80.0
1128,63.0
1129,100.0
1130,13.0
1131,89.0
1132,18.0
1133,15.0
1134,100.0
1135,42.0
1136,37.0
1137,15.0
1138,100.0
1139,33.0
1140,29.0
1141,40.0
1142,100.0
1143,11.0
1144,82.0
1145,37.0
1146,46.0
1147,25.0
1148,100.0
1149,16.0
1150,100.0
1151,15.0
1152,21.0
1153,100.0
1154,65.0
1155,21.0
1156,19.0
1157,7.0
1158,47.0
1159,48.0
1160,100.0
1161,85.0
1162,100.0
1163,28.0
1164,70.0
1165,83.0
1166,100.0
1167,100.0
1168,100.0
1169,19.0
1170,55.0
1171,100.0
1172,41.0
1173,100.0
1174,31.0
1175,27.0
1176,57.0
1177,55.0
1178,100.0
1179,62.0
1180,100.0
1181,63.0
1182,42.0
1183,100.0
1184,7.0
1185,13.0
1186,63.0
1187,58.0
1188,100.0
1189,100.0
1190,38.0
1191,100.0
1192,41.0
1193,37.0
1194,74.0
1195,35.0
1196,22.0
1197,7.0
1198,49.0
1199,31.0
1200,25.0
1201,100.0
1202,53.0
1203,100.0
1204,17.0
1205,31.0
1206,25.0
1207,11.0
1208,100.0
1209,96.0
1210,100.0
1211,100.0
1212,17.0
1213,15.0
1214,19.0
1215,15.0
1216,69.0
1217,19.0
1218,100.0
1219,60.0
1220,24.0
1221,100.0
1222,33.0
1223,77.0
1224,11.0
1225,100.0
1226,85.0
1227,96.0
1228,90.0
1229,100.0
1230,18.0
1231,100.0
1232,19.0
1233,100.0
1234,100.0
1235,9.0
1236,87.0
1237,77.0
1238,28.0
1239,17.0
1240,80.0
1241,75.0
1242,100.0
1243,47.0
1244,13.0
1245,10.0
1246,100.0
1247,36.0
1248,15.0
1249,53.0
1250,60.0
1251,11.0
1252,21.0
1253,100.0
1254,79.0
1255,54.0
1256,100.0
1257,15.0
1258,55.0
1259,33.0
1260,100.0
1261,7.0
1262,100.0
1263,34.0
1264,100.0
1265,17.0
1266,13.0
1267,54.0
1268,97.0
1269,55.0
1270,8.0
1271,86.0
1272,15.0
1273,75.0
1274,100.0
1275,13.0
1276,100.0
1277,52.0
1278,25.0
1279,100.0
1280,100.0
1281,11.0
1282,100.0
1283,9.0
1284,76.0
1285,100.0
1286,100.0
1287,100.0
1288,12.0
1289,98.0
1290,100.0
1291,37.0
1292,11.0
1293,19.0
1294,100.0
1295,20.0
1296,19.0
1297,100.0
1298,25.0
1299,100.0
1300,100.0
1301,98.0
1302,15.0
1303,15.0
1304,47.0
1305,10.0
1306,77.0
1307,67.0
1308,42.0
1309,100.0
1310,59.0
1311,47.0
1312,13.0
1313,29.0
1314,77.0
1315,19.0
1316,13.0
1317,13.0
1318,71.0
1319,29.0
1320,100.0
1321,71.0
1322,37.0
1323,100.0
1324,99.0
1325,14.0
1326,21.0
1327,27.0
1328,100.0
1329,21.0
1330,100.0
1331,33.0
1332,100.0
1333,31.0
1334,100.0
1335,100.0
1336,53.0
1337,57.0
1338,39.0
1339,23.0
1340,54.0
1341,100.0
1342,88.0
1343,24.0
1344,83.0
1345,17.0
1346,63.0
1347,31.0
1348,85.0
1349,49.0
1350,29.0
1351,7.0
1352,29.0
1353,15.0
1354,66.0
1355,14.0
1356,31.0
1357,20.0
1358,43.0
1359,97.0
1360,86.0
1361,13.0
1362,100.0
1363,100.0
1364,100.0
1365,17.0
1366,100.0
1367,43.0
1368,27.0
1369,75.0
1370,100.0
1371,15.0
1372,70.0
1373,100.0
1374,9.0
1375,100.0
1376,22.0
1377,76.0
1378,77.0
1379,59.0
1380,100.0
1381,9.0
1382,100.0
1383,100.0
1384,77.0
1385,95.0
1386,99.0
1387,100.0
1388,44.0
1389,45.0
1390,23.0
1391,45.0
1392,100.0
1393,26.0
1394,22.0
1395,19.0
1396,100.0
1397,100.0
1398,29.0
1399,7.0
1400,35.0
1401,26.0
1402,100.0
1403,81.0
1404,83.0
1405,91.0
1406,100.0
1407,29.0
1408,100.0
1409,64.0
1410,27.0
1411,100.0
1412,100.0
1413,25.0
1414,67.0
1415,11.0
1416,11.0
1417,19.0
1418,100.0
1419,51.0
1420,11.0
1421,31.0
1422,41.0
1423,100.0
1424,98.0
1425,39.0
1426,37.0
1427,27.0
1428,100.0
1429,69.0
1430,90.0
1431,52.0
1432,78.0
1433,62.0
1434,29.0
1435,100.0
1436,9.0
1437,31.0
1438,23.0
1439,53.0
1440,58.0
1441,73.0
1442,67.0
1443,77.0
1444,11.0
1445,47.0
1446,19.0
1447,57.0
1448,11.0
1449,34.0
1450,100.0
1451,100.0
1452,13.0
1453,100.0
1454,100.0
1455,76.0
1456,99.0
1457,77.0
1458,13.0
1459,56.0
1460,17.0
1461,15.0
1462,42.0
1463,100.0
1464,100.0
1465,15.0
1466,100.0
1467,33.0
1468,47.0
1469,33.0
1470,89.0
1471,58.0
1472,87.0
1473,31.0
1474,100.0
1475,99.0
1476,94.0
1477,100.0
1478,70.0
1479,20.0
1480,100.0
1481,34.0
1482,25.0
1483,9.0
1484,53.0
1485,23.0
1486,17.0
1487,100.0
1488,11.0
1489,27.0
1490,98.0
1491,7.0
1492,15.0
1493,100.0
1494,100.0
1495,55.0
1496,55.0
1497,55.0
1498,100.0
1499,100.0
1500,7.0
1501,36.0
1502,9.0
1503,45.0
1504,19.0
1505,33.0
1506,9.0
1507,100.0
1508,100.0
1509,47.0
1510,22.0
1511,100.0
1512,67.0
1513,78.0
1514,100.0
1515,28.0
1516,19.0
1517,77.0
1518,37.0
1519,33.0
1520,35.0
1521,11.0
1522,18.0
1523,45.0
1524,16.0
1525,23.0
1526,27.0
1527,100.0
1528,17.0
1529,15.0
1530,66.0
1531,11.0
1532,100.0
1533,28.0
1534,100.0
1535,100.0
1536,64.0
1537,80.0
1538,36.0
1539,100.0
1540,52.0
1541,19.0
1542,51.0
1543,79.0
1544,21.0
1545,27.0
1546,100.0
1547,56.0
1548,100.0
1549,47.0
1550,16.0
1551,11.0
1552,78.0
1553,27.0
1554,100.0
1555,37.0
1556,31.0
1557,37.0
1558,100.0
1559,42.0
1560,78.0
1561,100.0
1562,25.0
1563,100.0
1564,16.0
1565,24.0
1566,48.0
1567,100.0
1568,25.0
1569,20.0
1570,56.0
1571,21.0
1572,100.0
1573,44.0
1574,17.0
1575,85.0
1576,100.0
1577,37.0
1578,13.0
1579,100.0
1580,57.0
1581,34.0
1582,29.0
1583,100.0
1584,65.0
1585,100.0
1586,100.0
1587,59.0
1588,25.0
1589,7.0
1590,80.0
1591,79.0
1592,73.0
1593,34.0
1594,16.0
1595,90.0
1596,25.0
1597,32.0
1598,44.0
1599,15.0
1600,19.0
1601,29.0
1602,100.0
1603,65.0
1604,60.0
1605,100.0
1606,100.0
1607,100.0
1608,100.0
1609,40.0
1610,77.0
1611,15.0
1612,23.0
1613,86.0
1614,25.0
1615,100.0
1616,100.0
1617,100.0
1618,15.0
1619,71.0
1620,100.0
1621,100.0
1622,9.0
1623,71.0
1624,51.0
1625,71.0
1626,38.0
1627,100.0
1628,100.0
1629,36.0
1630,100.0
1631,35.0
1632,61.0
1633,71.0
1634,62.0
1635,31.0
1636,21.0
1637,37.0
1638,26.0
1639,84.0
1640,50.0
1641,100.0
1642,100.0
1643,94.0
1644,100.0
1645,100.0
1646,17.0
1647,100.0
1648,43.0
1649,100.0
1650,73.0
1651,69.0
1652,100.0
1653,24.0
1654,81.0
1655,100.0
1656,100.0
1657,49.0
1658,29.0
1659,39.0
1660,69.0
1661,13.0
1662,100.0
1663,32.0
1664,77.0
1665,39.0
1666,100.0
1667,100.0
1668,64.0
1669,46.0
1670,21.0
1671,100.0
1672,13.0
1673,58.0
1674,11.0
1675,86.0
1676,100.0
1677,100.0
1678,37.0
1679,18.0
1680,100.0
1681,76.0
1682,26.0
1683,100.0
1684,16.0
1685,100.0
1686,100.0
1687,37.0
1688,26.0
1689,100.0
1690,19.0
1691,100.0
1692,27.0
1693,11.0
1694,11.0
1695,36.0
1696,17.0
1697,100.0
1698,100.0
1699,15.0
1700,43.0
1701,19.0
1702,21.0
1703,38.0
1704,100.0
1705,100.0
1706,98.0
1707,9.0
1708,100.0
1709,43.0
1710,31.0
1711,100.0
1712,26.0
1713,100.0
1714,53.0
1715,25.0
1716,61.0
1717,94.0
1718,23.0
1719,10.0
1720,12.0
1721,41.0
1722,23.0
1723,25.0
1724,23.0
1725,25.0
1726,60.0
1727,86.0
1728,43.0
1729,100.0
1730,100.0
1731,9.0
1732,100.0
1733,18.0
1734,15.0
1735,100.0
1736,23.0
1737,19.0
1738,13.0
1739,100.0
1740,40.0
1741,24.0
1742,7.0
1743,55.0
1744,100.0
1745,19.0
1746,82.0
1747,100.0
1748,48.0
1749,11.0
1750,22.0
1751,27.0
1752,7.0
1753,25.0
1754,64.0
1755,27.0
1756,13.0
1757,48.0
1758,19.0
1759,100.0
1760,100.0
1761,100.0
1762,43.0
1763,48.0
1764,100.0
1765,100.0
1766,15.0
1767,28.0
1768,24.0
1769,91.0
1770,24.0
1771,77.0
1772,36.0
1773,74.0
1774,100.0
1775,40.0
1776,79.0
1777,62.0
1778,98.0
1779,100.0
1780,47.0
1781,37.0
1782,100.0
1783,46.0
1784,50.0
1785,100.0
1786,29.0
1787,23.0
1788,25.0
1789,70.0
1790,44.0
1791,100.0
1792,7.0
1793,100.0
1794,11.0
1795,51.0
1796,27.0
1797,58.0
1798,13.0
1799,58.0
1800,63.0
1801,37.0
1802,77.0
1803,100.0
1804,19.0
1805,67.0
1806,19.0
1807,23.0
1808,23.0
1809,9.0
1810,94.0
1811,100.0
1812,44.0
1813,45.0
1814,62.0
1815,19.0
1816,76.0
1817,100.0
1818,15.0
1819,12.0
1820,71.0
1821,10.0
1822,100.0
1823,74.0
1824,31.0
1825,9.0
1826,25.0
1827,91.0
1828,24.0
1829,65.0
1830,100.0
1831,25.0
1832,15.0
1833,100.0
1834,21.0
1835,30.0
1836,23.0
1837,93.0
1838,45.0
1839,28.0
1840,35.0
1841,55.0
1842,35.0
1843,71.0
1844,100.0
1845,23.0
1846,97.0
1847,100.0
1848,66.0
1849,100.0
1850,36.0
1851,100.0
1852,93.0
1853,55.0
1854,100.0
1855,83.0
1856,15.0
1857,30.0
1858,100.0
1859,54.0
1860,33.0
1861,100.0
1862,100.0
1863,29.0
1864,100.0
1865,100.0
1866,62.0
1867,83.0
1868,22.0
1869,54.0
1870,100.0
1871,55.0
1872,100.0
1873,55.0
1874,45.0
1875,42.0
1876,25.0
1877,100.0
1878,100.0
1879,44.0
1880,25.0
1881,7.0
1882,31.0
1883,62.0
1884,31.0
1885,100.0
1886,37.0
1887,29.0
1888,100.0
1889,25.0
1890,52.0
1891,35.0
1892,31.0
1893,27.0
1894,100.0
1895,75.0
1896,37.0
1897,41.0
1898,100.0
1899,100.0
1900,100.0
1901,100.0
1902,27.0
1903,100.0
1904,100.0
1905,100.0
1906,100.0
1907,85.0
1908,100.0
1909,37.0
1910,100.0
1911,79.0
1912,20.0
1913,100.0
1914,10.0
1915,100.0
1916,37.0
1917,61.0
1918,100.0
1919,100.0
1920,13.0
1921,37.0
1922,15.0
1923,84.0
1924,87.0
1925,27.0
1926,35.0
1927,12.0
1928,63.0
1929,100.0
1930,30.0
1931,34.0
1932,100.0
1933,72.0
1934,52.0
1935,37.0
1936,66.0
1937,33.0
1938,100.0
1939,8.0
1940,25.0
1941,59.0
1942,29.0
1943,79.0
1944,44.0
1945,44.0
1946,66.0
1947,19.0
1948,32.0
1949,100.0
1950,100.0
1951,15.0
1952,7.0
1953,41.0
1954,85.0
1955,41.0
1956,17.0
1957,63.0
1958,100.0
1959,100.0
1960,25.0
1961,15.0
1962,54.0
1963,71.0
1964,100.0
1965,24.0
1966,45.0
1967,58.0
1968,100.0
1969,100.0
1970,17.0
1971,17.0
1972,7.0
1973,100.0
1974,19.0
1975,17.0
1976,100.0
1977,51.0
1978,100.0
1979,49.0
1980,19.0
1981,100.0
1982,38.0
1983,37.0
1984,100.0
1985,92.0
1986,23.0
1987,27.0
1988,83.0
1989,100.0
1990,27.0
1991,40.0
1992,33.0
1993,15.0
1994,30.0
1995,100.0
1996,96.0
1997,34.0
1998,82.0
1999,100.0
2000,94.0
2001,22.0
2002,63.0
2003,36.0
2004,13.0
2005,29.0
2006,42.0
2007,100.0
2008,100.0
2009,65.0
2010,84.0
2011,100.0
2012,40.0
2013,100.0
2014,100.0
2015,21.0
2016,71.0
2017,73.0
2018,100.0
2019,15.0
2020,86.0
2021,100.0
2022,45.0
2023,47.0
2024,100.0
2025,61.0
2026,100.0
2027,100.0
2028,32.0
2029,45.0
2030,100.0
2031,97.0
2032,21.0
2033,77.0
2034,9.0
2035,10.0
2036,14.0
2037,55.0
2038,92.0
2039,54.0
2040,100.0
2041,82.0
2042,65.0
2043,68.0
2044,19.0
2045,87.0
2046,94.0
2047,87.0
2048,100.0
2049,100.0
2050,100.0
2051,72.0
2052,52.0
2053,29.0
2054,19.0
2055,27.0
2056,23.0
2057,100.0
2058,47.0
2059,12.0
2060,64.0
2061,43.0
2062,100.0
2063,100.0
2064,98.0
2065,94.0
2066,100.0
2067,11.0
2068,100.0
2069,47.0
2070,21.0
2071,32.0
2072,65.0
2073,23.0
2074,74.0
2075,100.0
2076,100.0
2077,52.0
2078,17.0
2079,100.0
2080,11.0
2081,9.0
2082,100.0
2083,60.0
2084,9.0
2085,55.0
2086,69.0
2087,15.0
2088,100.0
2089,100.0
2090,17.0
2091,31.0
2092,16.0
2093,100.0
2094,100.0
2095,33.0
2096,100.0
2097,54.0
2098,21.0
2099,100.0
2100,45.0
2101,54.0
2102,79.0
2103,100.0
2104,29.0
2105,15.0
2106,21.0
2107,39.0
2108,13.0
2109,70.0
2110,45.0
2111,27.0
2112,100.0
2113,43.0
2114,9.0
2115,92.0
2116,71.0
2117,11.0
2118,100.0
2119,51.0
2120,66.0
2121,15.0
2122,52.0
2123,100.0
2124,100.0
2125,100.0
2126,9.0
2127,100.0
2128,11.0
2129,15.0
2130,100.0
2131,15.0
2132,31.0
2133,100.0
2134,47.0
2135,17.0
2136,11.0
2137,15.0
2138,23.0
2139,69.0
2140,98.0
