,0
2141,25.0
2142,9.0
2143,67.0
2144,100.0
2145,67.0
2146,70.0
2147,11.0
2148,47.0
2149,17.0
2150,14.0
2151,100.0
2152,67.0
2153,100.0
2154,100.0
2155,18.0
2156,90.0
2157,52.0
2158,61.0
2159,98.0
2160,7.0
2161,63.0
2162,42.0
2163,21.0
2164,21.0
2165,53.0
2166,37.0
2167,100.0
2168,95.0
2169,100.0
2170,21.0
2171,43.0
2172,34.0
2173,9.0
2174,100.0
2175,100.0
2176,90.0
2177,11.0
2178,100.0
2179,31.0
2180,60.0
2181,100.0
2182,15.0
2183,100.0
2184,13.0
2185,59.0
2186,100.0
2187,77.0
2188,19.0
2189,100.0
2190,100.0
2191,13.0
2192,100.0
2193,48.0
2194,22.0
2195,31.0
2196,100.0
2197,63.0
2198,79.0
2199,100.0
2200,66.0
2201,87.0
2202,13.0
2203,45.0
2204,17.0
2205,45.0
2206,100.0
2207,76.0
2208,100.0
2209,84.0
2210,61.0
2211,9.0
2212,100.0
2213,100.0
2214,20.0
2215,19.0
2216,46.0
2217,14.0
2218,17.0
2219,100.0
2220,62.0
2221,20.0
2222,26.0
2223,79.0
2224,7.0
2225,100.0
2226,25.0
2227,13.0
2228,37.0
2229,55.0
2230,23.0
2231,11.0
2232,21.0
2233,35.0
2234,40.0
2235,15.0
2236,11.0
2237,38.0
2238,37.0
2239,100.0
2240,63.0
2241,100.0
2242,62.0
2243,100.0
2244,89.0
2245,80.0
2246,100.0
2247,17.0
2248,49.0
2249,58.0
2250,11.0
2251,44.0
2252,100.0
2253,13.0
2254,50.0
2255,19.0
2256,49.0
2257,84.0
2258,7.0
2259,100.0
2260,41.0
2261,17.0
2262,46.0
2263,49.0
2264,9.0
2265,82.0
2266,11.0
2267,37.0
2268,100.0
2269,67.0
2270,100.0
2271,20.0
2272,19.0
2273,100.0
2274,100.0
2275,51.0
2276,15.0
2277,90.0
2278,60.0
2279,49.0
2280,11.0
2281,61.0
2282,29.0
2283,62.0
2284,35.0
2285,11.0
2286,100.0
2287,13.0
2288,15.0
2289,31.0
2290,95.0
2291,37.0
2292,84.0
2293,9.0
2294,39.0
2295,9.0
2296,54.0
2297,100.0
2298,100.0
2299,75.0
2300,48.0
2301,52.0
2302,11.0
2303,92.0
2304,7.0
2305,31.0
2306,37.0
2307,62.0
2308,21.0
2309,74.0
2310,25.0
2311,14.0
2312,11.0
2313,60.0
2314,34.0
2315,54.0
2316,19.0
2317,100.0
2318,73.0
2319,100.0
2320,19.0
2321,43.0
2322,100.0
2323,100.0
2324,100.0
2325,78.0
2326,9.0
2327,16.0
2328,13.0
2329,17.0
2330,11.0
2331,70.0
2332,12.0
2333,25.0
2334,15.0
2335,67.0
2336,62.0
2337,100.0
2338,82.0
2339,88.0
2340,29.0
2341,100.0
2342,100.0
2343,43.0
2344,51.0
2345,22.0
2346,46.0
2347,79.0
2348,10.0
2349,9.0
2350,75.0
2351,25.0
2352,100.0
2353,44.0
2354,35.0
2355,11.0
2356,29.0
2357,11.0
2358,78.0
2359,37.0
2360,41.0
2361,30.0
2362,100.0
2363,90.0
2364,82.0
2365,13.0
2366,100.0
2367,87.0
2368,24.0
2369,100.0
2370,11.0
2371,100.0
2372,60.0
2373,100.0
2374,100.0
2375,67.0
2376,33.0
2377,17.0
2378,66.0
2379,100.0
2380,13.0
2381,20.0
2382,95.0
2383,35.0
2384,37.0
2385,25.0
2386,31.0
2387,22.0
2388,7.0
2389,35.0
2390,100.0
2391,11.0
2392,100.0
2393,31.0
2394,100.0
2395,52.0
2396,41.0
2397,100.0
2398,90.0
2399,100.0
2400,13.0
2401,65.0
2402,30.0
2403,100.0
2404,100.0
2405,100.0
2406,30.0
2407,40.0
2408,76.0
2409,84.0
2410,45.0
2411,99.0
2412,23.0
2413,76.0
2414,13.0
2415,100.0
2416,100.0
2417,31.0
2418,31.0
2419,79.0
2420,48.0
2421,100.0
2422,23.0
2423,100.0
2424,65.0
2425,91.0
2426,91.0
2427,97.0
2428,14.0
2429,100.0
2430,100.0
2431,11.0
2432,61.0
2433,100.0
2434,100.0
2435,81.0
2436,49.0
2437,78.0
2438,15.0
2439,32.0
2440,100.0
2441,21.0
2442,100.0
2443,31.0
2444,40.0
2445,100.0
2446,37.0
2447,16.0
2448,100.0
2449,100.0
2450,100.0
2451,100.0
2452,19.0
2453,91.0
2454,48.0
2455,100.0
2456,17.0
2457,35.0
2458,58.0
2459,100.0
2460,77.0
2461,27.0
2462,29.0
2463,30.0
2464,32.0
2465,29.0
2466,25.0
2467,77.0
2468,21.0
2469,63.0
2470,27.0
2471,100.0
2472,100.0
2473,11.0
2474,57.0
2475,35.0
2476,22.0
2477,17.0
2478,84.0
2479,45.0
2480,71.0
2481,100.0
2482,100.0
2483,11.0
2484,14.0
2485,81.0
2486,13.0
2487,23.0
2488,13.0
2489,28.0
2490,100.0
2491,9.0
2492,90.0
2493,76.0
2494,100.0
2495,21.0
2496,39.0
2497,23.0
2498,53.0
2499,100.0
2500,75.0
2501,17.0
2502,15.0
2503,15.0
2504,29.0
2505,100.0
2506,100.0
2507,35.0
2508,19.0
2509,50.0
2510,46.0
2511,66.0
2512,38.0
2513,31.0
2514,88.0
2515,13.0
2516,40.0
2517,12.0
2518,100.0
2519,56.0
2520,47.0
2521,13.0
2522,97.0
2523,9.0
2524,11.0
2525,25.0
2526,36.0
2527,65.0
2528,13.0
2529,47.0
2530,17.0
2531,100.0
2532,100.0
2533,82.0
2534,100.0
2535,86.0
2536,15.0
2537,67.0
2538,29.0
2539,100.0
2540,100.0
2541,100.0
2542,100.0
2543,7.0
2544,25.0
2545,100.0
2546,99.0
2547,29.0
2548,31.0
2549,7.0
2550,37.0
2551,28.0
2552,100.0
2553,9.0
2554,20.0
2555,100.0
2556,27.0
2557,50.0
2558,33.0
2559,100.0
2560,68.0
2561,100.0
2562,13.0
2563,60.0
2564,100.0
2565,78.0
2566,7.0
2567,100.0
2568,21.0
2569,46.0
2570,94.0
2571,100.0
2572,72.0
2573,11.0
2574,47.0
2575,100.0
2576,100.0
2577,21.0
2578,11.0
2579,9.0
2580,74.0
2581,54.0
2582,100.0
2583,9.0
2584,56.0
2585,26.0
2586,15.0
2587,100.0
2588,39.0
2589,53.0
2590,33.0
2591,60.0
2592,100.0
2593,97.0
2594,100.0
2595,7.0
2596,100.0
2597,100.0
2598,100.0
2599,33.0
2600,69.0
2601,100.0
2602,43.0
2603,100.0
2604,100.0
2605,94.0
2606,100.0
2607,9.0
2608,32.0
2609,100.0
2610,63.0
2611,66.0
2612,7.0
2613,11.0
2614,62.0
2615,88.0
2616,59.0
2617,100.0
2618,13.0
2619,17.0
2620,97.0
2621,13.0
2622,62.0
2623,11.0
2624,100.0
2625,37.0
2626,100.0
2627,100.0
2628,35.0
2629,43.0
2630,84.0
2631,26.0
2632,36.0
2633,13.0
2634,53.0
2635,81.0
2636,100.0
2637,55.0
2638,31.0
2639,29.0
2640,56.0
2641,33.0
2642,31.0
2643,100.0
2644,63.0
2645,100.0
2646,51.0
2647,23.0
2648,92.0
2649,100.0
2650,100.0
2651,79.0
2652,100.0
2653,32.0
2654,24.0
2655,27.0
2656,100.0
2657,100.0
2658,75.0
2659,100.0
2660,100.0
2661,25.0
2662,100.0
2663,30.0
2664,100.0
2665,100.0
2666,63.0
2667,35.0
2668,71.0
2669,31.0
2670,100.0
2671,7.0
2672,100.0
2673,100.0
2674,67.0
2675,99.0
2676,100.0
2677,100.0
2678,100.0
2679,84.0
2680,32.0
2681,98.0
2682,47.0
2683,75.0
2684,100.0
2685,15.0
2686,22.0
2687,100.0
2688,100.0
2689,98.0
2690,70.0
2691,100.0
2692,100.0
2693,100.0
2694,100.0
2695,41.0
2696,21.0
2697,28.0
2698,51.0
2699,52.0
2700,100.0
2701,30.0
2702,100.0
2703,32.0
2704,29.0
2705,54.0
2706,37.0
2707,87.0
2708,38.0
2709,94.0
2710,13.0
2711,85.0
2712,35.0
2713,17.0
2714,100.0
2715,16.0
2716,25.0
2717,33.0
2718,17.0
2719,17.0
2720,100.0
2721,29.0
2722,13.0
2723,43.0
2724,100.0
2725,61.0
2726,100.0
2727,14.0
2728,100.0
2729,41.0
2730,34.0
2731,39.0
2732,14.0
2733,27.0
2734,11.0
2735,100.0
2736,58.0
2737,60.0
2738,100.0
2739,7.0
2740,100.0
2741,100.0
2742,21.0
2743,100.0
2744,100.0
2745,49.0
2746,75.0
2747,100.0
2748,98.0
2749,19.0
2750,12.0
2751,21.0
2752,100.0
2753,23.0
2754,100.0
2755,69.0
2756,27.0
2757,100.0
2758,62.0
2759,100.0
2760,76.0
2761,100.0
2762,96.0
2763,41.0
2764,92.0
2765,19.0
2766,17.0
2767,29.0
2768,31.0
2769,66.0
2770,11.0
2771,35.0
2772,100.0
2773,18.0
2774,17.0
2775,51.0
2776,90.0
2777,100.0
2778,100.0
2779,27.0
2780,100.0
2781,41.0
2782,55.0
2783,77.0
2784,84.0
2785,19.0
2786,23.0
2787,21.0
2788,24.0
2789,14.0
2790,22.0
2791,10.0
2792,42.0
2793,93.0
2794,35.0
2795,81.0
2796,17.0
2797,11.0
2798,32.0
2799,100.0
2800,100.0
2801,100.0
2802,100.0
2803,64.0
2804,100.0
2805,57.0
2806,23.0
2807,100.0
2808,15.0
2809,100.0
2810,19.0
2811,71.0
2812,41.0
2813,100.0
2814,28.0
2815,100.0
2816,72.0
2817,61.0
2818,11.0
2819,100.0
2820,52.0
2821,70.0
2822,100.0
2823,7.0
2824,100.0
2825,37.0
2826,100.0
2827,100.0
2828,15.0
2829,11.0
2830,100.0
2831,100.0
2832,38.0
2833,55.0
2834,41.0
2835,86.0
2836,47.0
2837,13.0
2838,100.0
2839,9.0
2840,27.0
2841,81.0
2842,23.0
2843,17.0
2844,57.0
2845,17.0
2846,73.0
2847,100.0
2848,25.0
2849,16.0
2850,19.0
2851,34.0
2852,15.0
2853,9.0
2854,41.0
2855,65.0
2856,60.0
2857,38.0
2858,100.0
2859,36.0
2860,67.0
2861,45.0
2862,23.0
2863,100.0
2864,100.0
2865,100.0
2866,83.0
2867,69.0
2868,13.0
2869,95.0
2870,100.0
2871,13.0
2872,29.0
2873,24.0
2874,33.0
2875,100.0
2876,100.0
2877,100.0
2878,100.0
2879,29.0
2880,26.0
2881,55.0
2882,60.0
2883,29.0
2884,100.0
2885,11.0
2886,91.0
2887,100.0
2888,100.0
2889,100.0
2890,13.0
2891,85.0
2892,23.0
2893,61.0
2894,9.0
2895,51.0
2896,8.0
2897,69.0
2898,85.0
2899,100.0
2900,100.0
2901,100.0
2902,19.0
2903,70.0
2904,25.0
2905,9.0
2906,100.0
2907,80.0
2908,62.0
2909,21.0
2910,100.0
2911,100.0
2912,100.0
2913,89.0
2914,83.0
2915,72.0
2916,29.0
2917,100.0
2918,31.0
2919,100.0
2920,94.0
2921,52.0
2922,100.0
2923,50.0
2924,100.0
2925,100.0
2926,79.0
2927,52.0
2928,27.0
2929,18.0
2930,41.0
2931,18.0
2932,50.0
2933,56.0
2934,23.0
2935,7.0
2936,100.0
2937,100.0
2938,19.0
2939,45.0
2940,69.0
2941,100.0
2942,28.0
2943,23.0
2944,14.0
2945,99.0
2946,56.0
2947,76.0
2948,11.0
2949,100.0
2950,100.0
2951,27.0
2952,100.0
2953,19.0
2954,66.0
2955,29.0
2956,100.0
2957,36.0
2958,11.0
2959,97.0
2960,46.0
2961,90.0
2962,17.0
2963,100.0
2964,27.0
2965,59.0
2966,100.0
2967,54.0
2968,36.0
2969,78.0
2970,100.0
2971,100.0
2972,100.0
2973,28.0
2974,19.0
2975,45.0
2976,16.0
2977,90.0
2978,100.0
2979,44.0
2980,100.0
2981,100.0
2982,7.0
2983,25.0
2984,100.0
2985,100.0
2986,36.0
2987,100.0
2988,14.0
2989,100.0
2990,100.0
2991,44.0
2992,34.0
2993,33.0
2994,100.0
2995,53.0
2996,73.0
2997,23.0
2998,25.0
2999,100.0
3000,43.0
3001,52.0
3002,73.0
3003,35.0
3004,7.0
3005,93.0
3006,33.0
3007,21.0
3008,18.0
3009,15.0
3010,25.0
3011,89.0
3012,86.0
3013,49.0
3014,98.0
3015,100.0
3016,7.0
3017,73.0
3018,24.0
3019,31.0
3020,100.0
3021,84.0
3022,11.0
3023,10.0
3024,50.0
3025,52.0
3026,100.0
3027,68.0
3028,7.0
3029,38.0
3030,45.0
3031,11.0
3032,39.0
3033,7.0
3034,17.0
3035,45.0
3036,100.0
3037,81.0
3038,100.0
3039,72.0
3040,18.0
3041,21.0
3042,100.0
3043,11.0
3044,89.0
3045,21.0
3046,63.0
3047,100.0
3048,100.0
3049,100.0
3050,47.0
3051,71.0
3052,26.0
3053,20.0
3054,16.0
3055,37.0
3056,52.0
3057,19.0
3058,49.0
3059,100.0
3060,100.0
3061,46.0
3062,70.0
3063,27.0
3064,39.0
3065,7.0
3066,36.0
3067,76.0
3068,13.0
3069,14.0
3070,49.0
3071,19.0
3072,23.0
3073,63.0
3074,58.0
3075,100.0
3076,59.0
3077,78.0
3078,87.0
3079,7.0
3080,47.0
3081,25.0
3082,67.0
3083,100.0
3084,23.0
3085,8.0
3086,57.0
3087,97.0
3088,7.0
3089,100.0
3090,27.0
3091,100.0
3092,100.0
3093,55.0
3094,100.0
3095,100.0
3096,48.0
3097,100.0
3098,35.0
3099,32.0
3100,13.0
3101,100.0
3102,100.0
3103,13.0
3104,39.0
3105,100.0
3106,56.0
3107,100.0
3108,100.0
3109,78.0
3110,21.0
3111,25.0
3112,100.0
3113,55.0
3114,29.0
3115,16.0
3116,100.0
3117,36.0
3118,41.0
3119,100.0
3120,63.0
3121,17.0
3122,65.0
3123,36.0
3124,100.0
3125,11.0
3126,65.0
3127,47.0
3128,18.0
3129,100.0
3130,100.0
3131,48.0
3132,31.0
3133,100.0
3134,71.0
3135,100.0
3136,27.0
3137,57.0
3138,11.0
3139,7.0
3140,27.0
3141,27.0
3142,7.0
3143,100.0
3144,100.0
3145,24.0
3146,83.0
3147,28.0
3148,71.0
3149,100.0
3150,11.0
3151,21.0
3152,60.0
3153,15.0
3154,100.0
3155,58.0
3156,100.0
3157,100.0
3158,49.0
3159,77.0
3160,9.0
3161,100.0
3162,77.0
3163,74.0
3164,9.0
3165,100.0
3166,100.0
3167,97.0
3168,22.0
3169,100.0
3170,43.0
3171,17.0
3172,7.0
3173,71.0
3174,13.0
3175,71.0
3176,42.0
3177,100.0
3178,15.0
3179,11.0
3180,35.0
3181,59.0
3182,27.0
3183,36.0
3184,17.0
3185,100.0
3186,47.0
3187,72.0
3188,48.0
3189,25.0
3190,100.0
3191,18.0
3192,9.0
3193,15.0
3194,41.0
3195,23.0
3196,11.0
3197,9.0
3198,18.0
3199,100.0
3200,53.0
3201,21.0
3202,11.0
3203,94.0
3204,64.0
3205,100.0
3206,27.0
3207,100.0
3208,100.0
3209,31.0
3210,54.0
3211,84.0
3212,50.0
3213,83.0
3214,31.0
3215,44.0
3216,61.0
3217,100.0
3218,47.0
3219,59.0
3220,66.0
3221,94.0
3222,77.0
3223,88.0
3224,59.0
3225,71.0
3226,100.0
3227,100.0
3228,56.0
3229,12.0
3230,100.0
3231,100.0
3232,100.0
3233,100.0
3234,100.0
3235,65.0
3236,21.0
3237,51.0
3238,100.0
3239,47.0
3240,39.0
3241,7.0
3242,21.0
3243,9.0
3244,38.0
3245,79.0
3246,9.0
3247,19.0
3248,84.0
3249,100.0
3250,19.0
3251,51.0
3252,63.0
3253,11.0
3254,26.0
3255,60.0
3256,15.0
3257,65.0
3258,100.0
3259,7.0
3260,42.0
3261,100.0
3262,100.0
3263,83.0
3264,26.0
3265,67.0
3266,41.0
3267,7.0
3268,56.0
3269,25.0
3270,54.0
3271,23.0
3272,31.0
3273,11.0
3274,32.0
3275,37.0
3276,36.0
3277,100.0
3278,100.0
3279,59.0
3280,100.0
3281,37.0
3282,49.0
3283,49.0
3284,100.0
3285,14.0
3286,35.0
3287,22.0
3288,100.0
3289,36.0
3290,96.0
3291,21.0
3292,9.0
3293,56.0
3294,18.0
3295,100.0
3296,53.0
3297,13.0
3298,75.0
3299,100.0
3300,27.0
3301,21.0
3302,39.0
3303,31.0
3304,25.0
3305,37.0
3306,23.0
3307,37.0
3308,100.0
3309,21.0
3310,9.0
3311,15.0
3312,22.0
3313,93.0
3314,100.0
3315,38.0
3316,60.0
3317,100.0
3318,73.0
3319,100.0
3320,23.0
3321,29.0
3322,66.0
3323,100.0
3324,52.0
3325,24.0
3326,35.0
3327,10.0
3328,12.0
3329,64.0
3330,100.0
3331,32.0
3332,27.0
3333,27.0
3334,27.0
3335,59.0
3336,75.0
3337,100.0
3338,23.0
3339,50.0
3340,87.0
3341,12.0
3342,23.0
3343,52.0
3344,52.0
3345,70.0
3346,69.0
3347,9.0
3348,91.0
3349,100.0
3350,14.0
3351,21.0
3352,82.0
3353,100.0
3354,21.0
3355,42.0
3356,27.0
3357,100.0
3358,52.0
3359,78.0
3360,31.0
3361,33.0
3362,19.0
3363,100.0
3364,33.0
3365,25.0
3366,94.0
3367,31.0
3368,89.0
3369,89.0
3370,31.0
3371,100.0
3372,34.0
3373,17.0
3374,100.0
3375,17.0
3376,100.0
3377,55.0
3378,35.0
3379,95.0
3380,11.0
3381,100.0
3382,100.0
3383,41.0
3384,7.0
3385,23.0
3386,100.0
3387,54.0
3388,9.0
3389,100.0
3390,23.0
3391,17.0
3392,63.0
3393,23.0
3394,17.0
3395,100.0
3396,39.0
3397,31.0
3398,69.0
3399,11.0
3400,79.0
3401,11.0
3402,100.0
3403,100.0
3404,21.0
3405,54.0
3406,40.0
3407,9.0
3408,17.0
3409,100.0
3410,34.0
3411,52.0
3412,16.0
3413,100.0
3414,14.0
3415,11.0
3416,100.0
3417,8.0
3418,21.0
3419,21.0
3420,13.0
3421,20.0
3422,65.0
3423,100.0
3424,40.0
3425,55.0
3426,95.0
3427,52.0
3428,62.0
3429,59.0
3430,34.0
3431,33.0
3432,82.0
3433,100.0
3434,64.0
3435,80.0
3436,23.0
3437,100.0
3438,52.0
3439,94.0
3440,100.0
3441,59.0
3442,33.0
3443,37.0
3444,100.0
3445,100.0
3446,13.0
3447,39.0
3448,100.0
3449,55.0
3450,100.0
3451,100.0
3452,42.0
3453,35.0
3454,63.0
3455,68.0
3456,66.0
3457,25.0
3458,23.0
3459,17.0
3460,13.0
3461,79.0
3462,53.0
3463,43.0
3464,65.0
3465,53.0
3466,100.0
3467,23.0
3468,100.0
3469,62.0
3470,33.0
3471,13.0
3472,44.0
3473,52.0
3474,50.0
3475,100.0
3476,17.0
3477,85.0
3478,40.0
3479,100.0
3480,88.0
3481,64.0
3482,100.0
3483,20.0
3484,78.0
3485,25.0
3486,59.0
3487,37.0
3488,25.0
3489,100.0
3490,38.0
3491,37.0
3492,19.0
3493,31.0
3494,49.0
3495,44.0
3496,100.0
3497,9.0
3498,18.0
3499,36.0
3500,13.0
3501,91.0
3502,86.0
3503,30.0
3504,59.0
3505,12.0
3506,52.0
3507,44.0
3508,100.0
3509,45.0
3510,75.0
3511,85.0
3512,53.0
3513,19.0
3514,45.0
3515,15.0
3516,9.0
3517,24.0
3518,99.0
3519,43.0
3520,100.0
3521,33.0
3522,76.0
3523,21.0
3524,100.0
3525,66.0
3526,100.0
3527,39.0
3528,19.0
3529,69.0
3530,13.0
3531,49.0
3532,94.0
3533,9.0
3534,56.0
3535,22.0
3536,58.0
3537,15.0
3538,11.0
3539,13.0
3540,23.0
3541,97.0
3542,13.0
3543,13.0
3544,100.0
3545,100.0
3546,72.0
3547,19.0
3548,100.0
3549,75.0
3550,100.0
3551,45.0
3552,9.0
3553,100.0
3554,47.0
3555,68.0
3556,43.0
3557,12.0
3558,19.0
3559,19.0
3560,61.0
3561,71.0
3562,80.0
3563,49.0
3564,100.0
3565,57.0
3566,39.0
3567,100.0
3568,100.0
3569,27.0
3570,100.0
3571,55.0
3572,61.0
3573,38.0
3574,71.0
3575,28.0
3576,100.0
3577,33.0
3578,49.0
3579,15.0
3580,53.0
3581,15.0
3582,51.0
3583,42.0
3584,100.0
3585,100.0
3586,97.0
3587,37.0
3588,54.0
3589,7.0
3590,39.0
3591,25.0
3592,50.0
3593,61.0
3594,16.0
3595,81.0
3596,76.0
3597,8.0
3598,85.0
3599,11.0
3600,52.0
3601,65.0
3602,100.0
3603,13.0
3604,100.0
3605,69.0
3606,78.0
3607,24.0
3608,42.0
3609,11.0
3610,36.0
3611,17.0
3612,60.0
3613,100.0
3614,67.0
3615,39.0
3616,100.0
3617,51.0
3618,57.0
3619,100.0
3620,45.0
3621,81.0
3622,100.0
3623,10.0
3624,15.0
3625,64.0
3626,100.0
3627,47.0
3628,26.0
3629,90.0
3630,26.0
3631,82.0
3632,28.0
3633,74.0
3634,57.0
3635,11.0
3636,76.0
3637,9.0
3638,100.0
3639,100.0
3640,71.0
3641,100.0
3642,100.0
3643,100.0
3644,100.0
3645,30.0
3646,19.0
3647,42.0
3648,11.0
3649,100.0
3650,9.0
3651,23.0
3652,30.0
3653,15.0
3654,56.0
3655,25.0
3656,100.0
3657,8.0
3658,11.0
3659,27.0
3660,39.0
3661,100.0
3662,100.0
3663,29.0
3664,37.0
3665,92.0
3666,17.0
3667,100.0
3668,61.0
3669,78.0
3670,38.0
3671,53.0
3672,80.0
3673,11.0
3674,60.0
3675,95.0
3676,32.0
3677,100.0
3678,33.0
3679,33.0
3680,51.0
3681,96.0
3682,49.0
3683,100.0
3684,93.0
3685,36.0
3686,100.0
3687,64.0
3688,100.0
3689,17.0
3690,60.0
3691,100.0
3692,100.0
3693,24.0
3694,33.0
3695,51.0
3696,27.0
3697,80.0
3698,100.0
3699,34.0
3700,100.0
3701,39.0
3702,100.0
3703,100.0
3704,100.0
3705,11.0
3706,27.0
3707,96.0
3708,100.0
3709,39.0
3710,100.0
3711,17.0
3712,100.0
3713,9.0
3714,65.0
3715,64.0
3716,19.0
3717,100.0
3718,19.0
3719,100.0
3720,15.0
3721,28.0
3722,15.0
3723,59.0
3724,100.0
3725,34.0
3726,100.0
3727,100.0
3728,51.0
3729,39.0
3730,100.0
3731,100.0
3732,23.0
3733,61.0
3734,100.0
3735,11.0
3736,75.0
3737,17.0
3738,54.0
3739,100.0
3740,43.0
3741,36.0
3742,15.0
3743,85.0
3744,38.0
3745,67.0
3746,17.0
3747,23.0
3748,25.0
3749,48.0
3750,99.0
3751,82.0
3752,62.0
3753,100.0
3754,70.0
3755,100.0
3756,63.0
3757,23.0
3758,100.0
3759,9.0
3760,31.0
3761,32.0
3762,100.0
3763,17.0
3764,51.0
3765,100.0
3766,95.0
3767,27.0
3768,100.0
3769,100.0
3770,73.0
3771,25.0
3772,44.0
3773,60.0
3774,100.0
3775,25.0
3776,15.0
3777,13.0
3778,61.0
3779,98.0
3780,22.0
3781,81.0
3782,100.0
3783,13.0
3784,21.0
3785,59.0
3786,100.0
3787,53.0
3788,25.0
3789,100.0
3790,13.0
3791,40.0
3792,25.0
3793,54.0
3794,7.0
3795,100.0
3796,89.0
3797,65.0
3798,29.0
3799,100.0
3800,68.0
3801,21.0
3802,21.0
3803,35.0
3804,23.0
3805,21.0
3806,13.0
3807,13.0
3808,28.0
3809,100.0
3810,82.0
3811,7.0
3812,54.0
3813,48.0
3814,14.0
3815,37.0
3816,67.0
3817,80.0
3818,66.0
3819,100.0
3820,100.0
3821,100.0
3822,43.0
3823,28.0
3824,100.0
3825,53.0
3826,21.0
3827,100.0
3828,41.0
3829,37.0
3830,20.0
3831,100.0
3832,100.0
3833,100.0
3834,68.0
3835,100.0
3836,57.0
3837,60.0
3838,23.0
3839,37.0
3840,53.0
3841,37.0
3842,15.0
3843,64.0
3844,19.0
3845,11.0
3846,100.0
3847,89.0
3848,65.0
3849,100.0
3850,55.0
3851,33.0
3852,52.0
3853,9.0
3854,100.0
3855,29.0
3856,61.0
3857,18.0
3858,13.0
3859,80.0
3860,29.0
3861,100.0
3862,83.0
3863,42.0
3864,100.0
3865,100.0
3866,100.0
3867,20.0
3868,43.0
3869,100.0
3870,61.0
3871,41.0
3872,63.0
3873,39.0
3874,75.0
3875,76.0
3876,48.0
3877,63.0
3878,71.0
3879,97.0
3880,100.0
3881,100.0
3882,13.0
3883,49.0
3884,46.0
3885,100.0
3886,21.0
3887,100.0
3888,17.0
3889,9.0
3890,13.0
3891,100.0
3892,39.0
3893,100.0
3894,100.0
3895,53.0
3896,7.0
3897,77.0
3898,23.0
3899,15.0
3900,32.0
3901,51.0
3902,32.0
3903,100.0
3904,21.0
3905,19.0
3906,7.0
3907,17.0
3908,32.0
3909,100.0
3910,33.0
3911,33.0
3912,93.0
3913,13.0
3914,25.0
3915,84.0
3916,61.0
3917,99.0
3918,37.0
3919,100.0
3920,100.0
3921,100.0
3922,98.0
3923,100.0
3924,100.0
3925,58.0
3926,55.0
3927,68.0
3928,81.0
3929,58.0
3930,60.0
3931,100.0
3932,57.0
3933,100.0
3934,100.0
3935,78.0
3936,30.0
3937,17.0
3938,78.0
3939,100.0
3940,79.0
3941,11.0
3942,46.0
3943,66.0
3944,56.0
3945,37.0
3946,21.0
3947,100.0
3948,70.0
3949,33.0
3950,27.0
3951,100.0
3952,30.0
3953,27.0
3954,33.0
3955,31.0
3956,100.0
3957,29.0
3958,7.0
3959,100.0
3960,30.0
3961,13.0
3962,32.0
3963,100.0
3964,36.0
3965,100.0
3966,17.0
3967,17.0
3968,26.0
3969,27.0
3970,11.0
3971,39.0
3972,64.0
3973,53.0
3974,30.0
3975,100.0
3976,100.0
3977,7.0
3978,84.0
3979,100.0
3980,26.0
3981,100.0
3982,65.0
3983,100.0
3984,10.0
3985,100.0
3986,100.0
3987,100.0
3988,13.0
3989,55.0
3990,7.0
3991,12.0
3992,11.0
3993,100.0
3994,100.0
3995,9.0
3996,55.0
3997,38.0
3998,40.0
3999,11.0
4000,38.0
4001,100.0
4002,100.0
4003,100.0
4004,40.0
4005,76.0
4006,31.0
4007,100.0
4008,59.0
4009,83.0
4010,55.0
4011,15.0
4012,97.0
4013,25.0
4014,100.0
4015,62.0
4016,58.0
4017,100.0
4018,46.0
4019,100.0
4020,41.0
4021,95.0
4022,17.0
4023,19.0
4024,39.0
4025,9.0
4026,100.0
4027,7.0
4028,10.0
4029,100.0
4030,13.0
4031,99.0
4032,100.0
4033,100.0
4034,78.0
4035,82.0
4036,100.0
4037,100.0
4038,37.0
4039,100.0
4040,13.0
4041,100.0
4042,86.0
4043,100.0
4044,40.0
4045,83.0
4046,41.0
4047,57.0
4048,100.0
4049,13.0
4050,62.0
4051,17.0
4052,76.0
4053,100.0
4054,23.0
4055,53.0
4056,81.0
4057,30.0
4058,30.0
4059,17.0
4060,16.0
4061,9.0
4062,96.0
4063,12.0
4064,29.0
4065,78.0
4066,34.0
4067,37.0
4068,23.0
4069,53.0
4070,47.0
4071,37.0
4072,100.0
4073,18.0
4074,55.0
4075,55.0
4076,51.0
4077,99.0
4078,31.0
4079,19.0
4080,13.0
4081,41.0
4082,76.0
4083,17.0
4084,69.0
4085,77.0
4086,100.0
4087,15.0
4088,25.0
4089,43.0
4090,14.0
4091,9.0
4092,100.0
4093,100.0
4094,100.0
4095,100.0
4096,100.0
4097,100.0
4098,100.0
4099,42.0
4100,79.0
4101,27.0
4102,70.0
4103,23.0
4104,100.0
4105,100.0
4106,8.0
4107,71.0
4108,42.0
4109,18.0
4110,61.0
4111,100.0
4112,50.0
4113,100.0
4114,45.0
4115,46.0
4116,89.0
4117,9.0
4118,100.0
4119,100.0
4120,100.0
4121,98.0
4122,7.0
4123,51.0
4124,18.0
4125,35.0
4126,53.0
4127,13.0
4128,57.0
4129,14.0
4130,91.0
4131,60.0
4132,13.0
4133,100.0
4134,25.0
4135,49.0
4136,15.0
4137,72.0
4138,100.0
4139,77.0
